UniProtKB	Symbol	Name	Anntation_qualifier	GO_class_direct	Annotation_extension	Contributor	Organism	Evidence	Envidence_with	PANTHER_family	Type	Isoform	Reference	Date
P03886	MT-ND1	NADH-ubiquinone oxidoreductase chain 1		GO:0005747		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000153361|TAIR:locus:1009023498|UniProtKB:P03886|UniProtKB:P03887	PANTHER:PTHR11432	protein		PMID:21873635	20170228
Q4U2R6	MRPL51	"39S ribosomal protein L51, mitochondrial"		GO:0005762		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000334228|UniProtKB:P0C2B6|UniProtKB:Q4U2R6	PANTHER:PTHR13409	protein		PMID:21873635	20170228
P62072	TIMM10	Mitochondrial import inner membrane translocase subunit Tim10		GO:0005743		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000113167|UniProtKB:P62072	PANTHER:PTHR11038	protein		PMID:21873635	20170228
P62072	TIMM10	Mitochondrial import inner membrane translocase subunit Tim10		GO:0045039		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:1353429|PANTHER:PTN000113167|SGD:S000000295|SGD:S000003530|UniProtKB:P62072|WB:WBGene00006573	PANTHER:PTHR11038	protein		PMID:21873635	20170228
P45954	ACADSB	"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001330929|RGD:2014|RGD:620514|TAIR:locus:2078302|UniProtKB:P16219|UniProtKB:P26440|UniProtKB:P45954|UniProtKB:P49748|UniProtKB:Q9H845	PANTHER:PTHR43884	protein		PMID:21873635	20170228
R4GNA1	MINOS1-NBL1	MICOS complex subunit MIC10		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000480690|TAIR:locus:2207021|UniProtKB:F4I1E5|UniProtKB:Q5TGZ0	PANTHER:PTHR21304	protein		PMID:21873635	20170228
Q6P1L8	MRPL14	"39S ribosomal protein L14, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001077771|UniProtKB:Q6P1L8	PANTHER:PTHR21037	protein		PMID:21873635	20170228
Q14197	MRPL58	"Peptidyl-tRNA hydrolase ICT1, mitochondrial"		GO:0005762		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000117598|PomBase:SPAC589.11|SGD:S000005474|UniProtKB:Q14197	PANTHER:PTHR11075	protein		PMID:21873635	20170228
Q14197	MRPL58	"Peptidyl-tRNA hydrolase ICT1, mitochondrial"		GO:0070126		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000117598|UniProtKB:Q14197	PANTHER:PTHR11075	protein		PMID:21873635	20170228
O15229	KMO	Kynurenine 3-monooxygenase		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000350492|RGD:620610	PANTHER:PTHR46028	protein		PMID:21873635	20170228
Q9H6K4	OPA3	Optic atrophy 3 protein		GO:0005739		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:2686271|PANTHER:PTN000281649|UniProtKB:Q9H6K4	PANTHER:PTHR12499	protein		PMID:21873635	20170228
Q9BS92	NIPSNAP3B	Protein NipSnap homolog 3B		GO:0005739		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:1278344|PANTHER:PTN000470715|UniProtKB:O75323	PANTHER:PTHR21017	protein		PMID:21873635	20170228
P23919	DTYMK	Thymidylate kinase		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000038987|RGD:1309614|UniProtKB:Q0WW55	PANTHER:PTHR10344	protein		PMID:21873635	20170228
A6NK58	LIPT2	"Putative lipoyltransferase 2, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000863675|TAIR:locus:2197818|UniProtKB:A6NK58	PANTHER:PTHR10993	protein		PMID:21873635	20170228
A6NK06	ACOD1	Cis-aconitate decarboxylase		GO:0005739		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:103206|PANTHER:PTN001048076	PANTHER:PTHR16943	protein		PMID:21873635	20170228
P55789	GFER	FAD-linked sulfhydryl oxidase ALR		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000291228|RGD:61845|TAIR:locus:2007283|UniProtKB:P55789|ZFIN:ZDB-GENE-060810-186	PANTHER:PTHR12645	protein		PMID:21873635	20170228
P13051	UNG	Uracil-DNA glycosylase	not	GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000137400|PANTHER:PTN000137460	PANTHER:PTHR11264	protein		PMID:21873635	20170228
P13051	UNG	Uracil-DNA glycosylase		GO:0005739		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:109352|PANTHER:PTN000137400|PomBase:SPCC1183.06|RGD:1307200|SGD:S000004483|TAIR:locus:2086904	PANTHER:PTHR11264	protein		PMID:21873635	20170228
Q7Z4Y8	ATP5MGL	"Putative ATP synthase subunit g 2, mitochondrial"		GO:0000276		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000273103|RGD:1303259|SGD:S000006224	PANTHER:PTHR12386	protein		PMID:21873635	20170228
Q96A35	MRPL24	"39S ribosomal protein L24, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000307689|UniProtKB:Q96A35	PANTHER:PTHR12903	protein		PMID:21873635	20170228
Q86YB7	ECHDC2	"Enoyl-CoA hydratase domain-containing protein 2, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:1338011|PANTHER:PTN000234999|TAIR:locus:2129146	PANTHER:PTHR11941	protein		PMID:21873635	20170228
Q8N465	D2HGDH	"D-2-hydroxyglutarate dehydrogenase, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000202300|RGD:1307976|TAIR:locus:2115230	PANTHER:PTHR43716	protein		PMID:21873635	20170228
Q8N442	GUF1	"Translation factor GUF1, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000563148|UniProtKB:Q38BU9	PANTHER:PTHR43512	protein		PMID:21873635	20170228
H3BRW5	H3BRW5	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit		GO:0005749		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001000243|SGD:S000004154|UniProtKB:A5GZW8	PANTHER:PTHR13337	protein		PMID:21873635	20170228
H3BRW5	H3BRW5	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit		GO:0006121		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001000243|SGD:S000004154	PANTHER:PTHR13337	protein		PMID:21873635	20170228
Q9BRJ2	MRPL45	"39S ribosomal protein L45, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN002004404|UniProtKB:Q9BRJ2	PANTHER:PTHR28554	protein		PMID:21873635	20170228
Q9H8Y5	ANKZF1	Ankyrin repeat and zinc finger domain-containing protein 1		GO:0036266		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000411325|SGD:S000002456	PANTHER:PTHR16036	protein		PMID:21873635	20170228
Q9H8M1	COQ10B	"Coenzyme Q-binding protein COQ10 homolog B, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000985038|PomBase:SPCC16A11.07	PANTHER:PTHR12901	protein		PMID:21873635	20170228
Q5T1J5	CHCHD2P9	"Putative coiled-coil-helix-coiled-coil-helix domain-containing protein CHCHD2P9, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:2143558|PANTHER:PTN000338319|UniProtKB:Q8WYQ3|UniProtKB:Q9Y6H1	PANTHER:PTHR13523	protein		PMID:21873635	20170228
P54886	ALDH18A1	Delta-1-pyrroline-5-carboxylate synthase		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000869169|RGD:1311431|UniProtKB:P54886	PANTHER:PTHR11063	protein		PMID:21873635	20170228
P19404	NDUFV2	"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"		GO:0006120		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000042666|UniProtKB:P19404	PANTHER:PTHR10371	protein		PMID:21873635	20170228
P19404	NDUFV2	"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"		GO:0005747		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000042666|TAIR:locus:2132387|UniProtKB:P04394|UniProtKB:P19404	PANTHER:PTHR10371	protein		PMID:21873635	20170228
A6XGL0	YJEFN3	YjeF N-terminal domain-containing protein 3		GO:0005739		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:2180167|PANTHER:PTN000325829	PANTHER:PTHR13232	protein		PMID:21873635	20170228
Q9BQP7	MGME1	Mitochondrial genome maintenance exonuclease 1		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001583233|UniProtKB:Q9BQP7	PANTHER:PTHR31340	protein		PMID:21873635	20170228
Q9BQP7	MGME1	Mitochondrial genome maintenance exonuclease 1		GO:0006264		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001583233|UniProtKB:Q9BQP7	PANTHER:PTHR31340	protein		PMID:21873635	20170228
Q6IN84	MRM1	"rRNA methyltransferase 1, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000247237|SGD:S000005727|UniProtKB:Q6IN84	PANTHER:PTHR46103	protein		PMID:21873635	20170228
Q6PK57	DNM1P34	Putative GED domain-containing protein DNM1P34		GO:0031966		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000170085|RGD:620416	PANTHER:PTHR11566	protein		PMID:21873635	20170228
Q13405	MRPL49	"39S ribosomal protein L49, mitochondrial"		GO:0005762		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000336627|SGD:S000000667|UniProtKB:Q13405	PANTHER:PTHR13477	protein		PMID:21873635	20170228
Q9NZE8	MRPL35	"39S ribosomal protein L35, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000408209|UniProtKB:Q9NZE8	PANTHER:PTHR15909	protein		PMID:21873635	20170228
Q9H2W6	MRPL46	"39S ribosomal protein L46, mitochondrial"		GO:0005762		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000319538|SGD:S000005196|UniProtKB:Q9H2W6	PANTHER:PTHR13124	protein		PMID:21873635	20170228
Q9BWH2	FUNDC2	FUN14 domain-containing protein 2		GO:0031307		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000482219|SGD:S000000006|UniProtKB:Q8IVP5	PANTHER:PTHR21346	protein		PMID:21873635	20170228
P56381	ATP5F1E	"ATP synthase subunit epsilon, mitochondrial"		GO:0005743		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000278562|RGD:621374	PANTHER:PTHR12448	protein		PMID:21873635	20170228
Q96RP9	GFM1	"Elongation factor G, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0263133|PANTHER:PTN000563009|SGD:S000004059|TAIR:locus:2055611|TAIR:locus:2825721|UniProtKB:Q8I592	PANTHER:PTHR43636	protein		PMID:21873635	20170228
Q96RP9	GFM1	"Elongation factor G, mitochondrial"		GO:0070125		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000563009|UniProtKB:Q96RP9	PANTHER:PTHR43636	protein		PMID:21873635	20170228
Q9GZT8	NIF3L1	NIF3-like protein 1		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000351096|SGD:S000003189	PANTHER:PTHR13799	protein		PMID:21873635	20170228
Q9NWU5	MRPL22	"39S ribosomal protein L22, mitochondrial"		GO:0005762		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000337445|SGD:S000005121|UniProtKB:Q9NWU5	PANTHER:PTHR13501	protein		PMID:21873635	20170228
Q9NWR8	MCUB	"Calcium uniporter regulatory subunit MCUb, mitochondrial"		GO:0051560		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0042185|MGI:MGI:1914065|PANTHER:PTN000335994|RGD:1589771|WB:WBGene00019296	PANTHER:PTHR13462	protein		PMID:21873635	20170228
Q9NWR8	MCUB	"Calcium uniporter regulatory subunit MCUb, mitochondrial"		GO:0031305		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000335994|UniProtKB:Q8NE86|UniProtKB:Q9NWR8	PANTHER:PTHR13462	protein		PMID:21873635	20170228
Q9NWR8	MCUB	"Calcium uniporter regulatory subunit MCUb, mitochondrial"		GO:1990246		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000335994|UniProtKB:Q8NE86|UniProtKB:Q9NWR8	PANTHER:PTHR13462	protein		PMID:21873635	20170228
Q9NX20	MRPL16	"39S ribosomal protein L16, mitochondrial"		GO:0005762		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000259457|SGD:S000000134|UniProtKB:Q9NX20	PANTHER:PTHR12220	protein		PMID:21873635	20170228
Q9NX20	MRPL16	"39S ribosomal protein L16, mitochondrial"		GO:0032543		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000259457|SGD:S000000134	PANTHER:PTHR12220	protein		PMID:21873635	20170228
Q6ZS86	GK5	Putative glycerol kinase 5		GO:0005739		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:106594|PANTHER:PTN000023394|RGD:70893|SGD:S000001024	PANTHER:PTHR10196	protein		PMID:21873635	20170228
Q9Y3B8	REXO2	"Oligoribonuclease, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000114087|SGD:S000004049|UniProtKB:Q9Y3B8	PANTHER:PTHR11046	protein		PMID:21873635	20170228
O60830	TIMM17B	Mitochondrial import inner membrane translocase subunit Tim17-B		GO:0031305		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000050380|UniProtKB:O60830|UniProtKB:Q99595	PANTHER:PTHR10485	protein		PMID:21873635	20170228
O60830	TIMM17B	Mitochondrial import inner membrane translocase subunit Tim17-B		GO:0005744		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000050380|SGD:S000003679|UniProtKB:O60830|UniProtKB:Q99595	PANTHER:PTHR10485	protein		PMID:21873635	20170228
P56277	CMC4	Cx9C motif-containing protein 4		GO:0005758		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000400521|SGD:S000028514	PANTHER:PTHR15590	protein		PMID:21873635	20170228
Q5T440	IBA57	"Putative transferase CAF17, mitochondrial"		GO:0005759		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000503457|SGD:S000003883|TAIR:locus:2118041	PANTHER:PTHR22602	protein		PMID:21873635	20170228
Q13084	MRPL28	"39S ribosomal protein L28, mitochondrial"		GO:0005762		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000338550|SGD:S000004806|UniProtKB:Q13084	PANTHER:PTHR13528	protein		PMID:21873635	20170228
Q2VYF4	LETM2	"LETM1 domain-containing protein LETM2, mitochondrial"		GO:0005743		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:1932557|PANTHER:PTN000360956|UniProtKB:O95202	PANTHER:PTHR14009	protein		PMID:21873635	20170228
Q13011	ECH1	"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000234585|RGD:69353	PANTHER:PTHR43149	protein		PMID:21873635	20170228
Q5SRD1	TIMM23B	Putative mitochondrial import inner membrane translocase subunit Tim23B		GO:0005744		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000394914|SGD:S000005300|UniProtKB:O14925	PANTHER:PTHR15371	protein		PMID:21873635	20170228
Q5SRD1	TIMM23B	Putative mitochondrial import inner membrane translocase subunit Tim23B		GO:0031305		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000394914|UniProtKB:O14925	PANTHER:PTHR15371	protein		PMID:21873635	20170228
O60783	MRPS14	"28S ribosomal protein S14, mitochondrial"		GO:0005763		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000457005|SGD:S000006370|UniProtKB:O60783	PANTHER:PTHR19836	protein		PMID:21873635	20170228
Q9BT17	MTG1	Mitochondrial ribosome-associated GTPase 1		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000119720|TAIR:locus:2062657	PANTHER:PTHR45782	protein		PMID:21873635	20170228
Q14061	COX17	Cytochrome c oxidase copper chaperone		GO:0033617		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000423137|SGD:S000003932|UniProtKB:Q14061	PANTHER:PTHR16719	protein		PMID:21873635	20170228
Q14061	COX17	Cytochrome c oxidase copper chaperone		GO:0005758		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000423137|SGD:S000003932|UniProtKB:Q14061	PANTHER:PTHR16719	protein		PMID:21873635	20170228
Q9BQC6	MRPL57	"Ribosomal protein 63, mitochondrial"		GO:0005761		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:1915090|PANTHER:PTN001026044	PANTHER:PTHR14520	protein		PMID:21873635	20170228
Q9H845	ACAD9	"Acyl-CoA dehydrogenase family member 9, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001330929|RGD:2014|RGD:620514|TAIR:locus:2078302|UniProtKB:P16219|UniProtKB:P26440|UniProtKB:P45954|UniProtKB:P49748|UniProtKB:Q9H845	PANTHER:PTHR43884	protein		PMID:21873635	20170228
P07954	FH	"Fumarate hydratase, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000154501|RGD:2614|SGD:S000006183|TAIR:locus:2061966|UniProtKB:P07954|UniProtKB:Q9FI53	PANTHER:PTHR11444	protein		PMID:21873635	20170228
Q9BPW8	NIPSNAP1	Protein NipSnap homolog 1		GO:0005739		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:1278344|PANTHER:PTN000470715|UniProtKB:O75323	PANTHER:PTHR21017	protein		PMID:21873635	20170228
Q9BQ52	ELAC2	Zinc phosphodiesterase ELAC protein 2		GO:0072684		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0028426|PANTHER:PTN000284963|PomBase:SPBC3D6.03c|UniProtKB:Q9BQ52	PANTHER:PTHR12553	protein		PMID:21873635	20170228
Q9BQ52	ELAC2	Zinc phosphodiesterase ELAC protein 2		GO:0005739		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0028426|PANTHER:PTN000284963|PomBase:SPBC3D6.03c|SGD:S000001787|UniProtKB:Q9BQ52	PANTHER:PTHR12553	protein		PMID:21873635	20170228
Q12983	BNIP3	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3		GO:0097345		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001032684|UniProtKB:Q12983	PANTHER:PTHR15186	protein		PMID:21873635	20170228
Q12983	BNIP3	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3		GO:0005741		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001032684|UniProtKB:O60238|UniProtKB:Q12983|WB:WBGene00015776	PANTHER:PTHR15186	protein		PMID:21873635	20170228
P22830	FECH	"Ferrochelatase, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000121752|RGD:1307556|TAIR:locus:2180642|UniProtKB:Q8ID58	PANTHER:PTHR11108	protein		PMID:21873635	20170228
Q9NSE4	IARS2	"Isoleucine--tRNA ligase, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000235928|SGD:S000005961|UniProtKB:Q9NSE4	PANTHER:PTHR42765	protein		PMID:21873635	20170228
Q9NSE4	IARS2	"Isoleucine--tRNA ligase, mitochondrial"		GO:0032543		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000235928|SGD:S000005961	PANTHER:PTHR42765	protein		PMID:21873635	20170228
Q9BVV7	TIMM21	Mitochondrial import inner membrane translocase subunit Tim21		GO:0005744		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000315366|SGD:S000003265|UniProtKB:Q9BVV7	PANTHER:PTHR13032	protein		PMID:21873635	20170228
Q9NYK5	MRPL39	"39S ribosomal protein L39, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000154977|UniProtKB:Q9NYK5	PANTHER:PTHR42753	protein		PMID:21873635	20170228
Q9BVS5	TRMT61B	"tRNA (adenine(58)-N(1))-methyltransferase, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001383974|UniProtKB:Q9BVS5	PANTHER:PTHR12133	protein		PMID:21873635	20170228
Q9BVS5	TRMT61B	"tRNA (adenine(58)-N(1))-methyltransferase, mitochondrial"		GO:0070901		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001383974|UniProtKB:Q9BVS5	PANTHER:PTHR12133	protein		PMID:21873635	20170228
O15382	BCAT2	"Branched-chain-amino-acid aminotransferase, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:1276534|PANTHER:PTN000214537|RGD:68948	PANTHER:PTHR11825	protein		PMID:21873635	20170228
Q5T653	MRPL2	"39S ribosomal protein L2, mitochondrial"		GO:0032543		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000343651|SGD:S000000776	PANTHER:PTHR13691	protein		PMID:21873635	20170228
Q5T653	MRPL2	"39S ribosomal protein L2, mitochondrial"		GO:0005762		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000343651|SGD:S000000776|UniProtKB:Q5T653	PANTHER:PTHR13691	protein		PMID:21873635	20170228
P24539	ATP5PB	"ATP synthase F(0) complex subunit B1, mitochondrial"		GO:0000276		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000296496|RGD:620041	PANTHER:PTHR12733	protein		PMID:21873635	20170228
P04049	RAF1	RAF proto-oncogene serine/threonine-protein kinase		GO:0005739		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:88065|MGI:MGI:88190|PANTHER:PTN000584576	PANTHER:PTHR44329	protein		PMID:21873635	20170228
Q68CK6	ACSM2B	"Acyl-coenzyme A synthetase ACSM2B, mitochondrial"		GO:0005759		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:99538|PANTHER:PTN001292823|UniProtKB:Q08AH1	PANTHER:PTHR43605	protein		PMID:21873635	20170228
P48163	ME1	NADP-dependent malic enzyme		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001157886|RGD:3074|UniProtKB:F1N3V0|UniProtKB:P23368	PANTHER:PTHR23406	protein		PMID:21873635	20170228
Q9UI43	MRM2	"rRNA methyltransferase 2, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000100456|SGD:S000003104	PANTHER:PTHR10920	protein		PMID:21873635	20170228
P16219	ACADS	"Short-chain specific acyl-CoA dehydrogenase, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001330929|RGD:2014|RGD:620514|TAIR:locus:2078302|UniProtKB:P16219|UniProtKB:P26440|UniProtKB:P45954|UniProtKB:P49748|UniProtKB:Q9H845	PANTHER:PTHR43884	protein		PMID:21873635	20170228
Q8IXM3	MRPL41	"39S ribosomal protein L41, mitochondrial"		GO:0005762		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000481942|SGD:S000000486|UniProtKB:Q8IXM3	PANTHER:PTHR21338	protein		PMID:21873635	20170228
Q86Y39	NDUFA11	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11		GO:0005747		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001085916|UniProtKB:Q86Y39	PANTHER:PTHR21382	protein		PMID:21873635	20170228
O95363	FARS2	"Phenylalanine--tRNA ligase, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000165999|RGD:1309416|SGD:S000006251|TAIR:locus:2085455	PANTHER:PTHR11538	protein		PMID:21873635	20170228
P26440	IVD	"Isovaleryl-CoA dehydrogenase, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001330929|RGD:2014|RGD:620514|TAIR:locus:2078302|UniProtKB:P16219|UniProtKB:P26440|UniProtKB:P45954|UniProtKB:P49748|UniProtKB:Q9H845	PANTHER:PTHR43884	protein		PMID:21873635	20170228
Q96TA2	YME1L1	ATP-dependent zinc metalloprotease YME1L1		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000554083|TAIR:locus:2057386|TAIR:locus:2163736|UniProtKB:Q8I526|UniProtKB:Q96TA2	PANTHER:PTHR23076	protein		PMID:21873635	20170228
Q96TA2	YME1L1	ATP-dependent zinc metalloprotease YME1L1		GO:0005743		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001130077|SGD:S000006228|UniProtKB:Q96TA2	PANTHER:PTHR23076	protein		PMID:21873635	20170228
Q7Z7K0	CMC1	COX assembly mitochondrial protein homolog		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001884832|UniProtKB:Q7Z7K0|UniProtKB:Q9NRP2	PANTHER:PTHR22977	protein		PMID:21873635	20170228
Q7Z7H8	MRPL10	"39S ribosomal protein L10, mitochondrial"		GO:0005762		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000901508|SGD:S000002361|UniProtKB:Q3MHY7|UniProtKB:Q7Z7H8	PANTHER:PTHR11560	protein		PMID:21873635	20170228
Q2M3C7	SPHKAP	A-kinase anchor protein SPHKAP		GO:0005739		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:1924879|PANTHER:PTN000812495	PANTHER:PTHR10226	protein		PMID:21873635	20170228
P08574	CYC1	"Cytochrome c1, heme protein, mitochondrial"		GO:0005750		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000030137|SGD:S000005591|TAIR:locus:2086553|TAIR:locus:2164471	PANTHER:PTHR10266	protein		PMID:21873635	20170228
P08574	CYC1	"Cytochrome c1, heme protein, mitochondrial"		GO:0006122		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000030137|SGD:S000005591	PANTHER:PTHR10266	protein		PMID:21873635	20170228
P08574	CYC1	"Cytochrome c1, heme protein, mitochondrial"		GO:0042776		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000030137|WB:WBGene00000869	PANTHER:PTHR10266	protein		PMID:21873635	20170228
P08559	PDHA1	"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000162186|RGD:3286|RGD:620095|SGD:S000000980|UniProtKB:P08559|UniProtKB:P29803	PANTHER:PTHR11516	protein		PMID:21873635	20170228
Q9P0M9	MRPL27	"39S ribosomal protein L27, mitochondrial"		GO:0005762		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000407639|SGD:S000004950|UniProtKB:Q9P0M9	PANTHER:PTHR15893	protein		PMID:21873635	20170228
Q5TC12	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000319591|SGD:S000005259	PANTHER:PTHR13126	protein		PMID:21873635	20170228
Q5TC12	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1		GO:0033615		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000319591|SGD:S000005259	PANTHER:PTHR13126	protein		PMID:21873635	20170228
Q7L3T8	PARS2	"Probable proline--tRNA ligase, mitochondrial"		GO:0005739		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000154977|UniProtKB:Q9NYK5	PANTHER:PTHR42753	protein		PMID:21873635	20170228
